,id,content,name,subject,date,image_url,material,origin
73,44834,Roster? List of Names by Centuries,p.dura.102,Liste Namen Soldaten,ca. 222 - 228,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400164100,Papyrus,Dura - Europos
74,44852,"List of Names by Centuries, with Dates by Day and Month",p.dura.120,Liste Namen Soldaten,Okt. - Dez. 222,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400294100,Papyrus,Dura - Europos
75,44813,Morning Report,p.dura.82,Bericht Militär Dienst,223 - 233,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400034100,Papyrus,Dura - Europos
76,17224,Deed of Sale,p.dura.27,Vertrag Kauf,ca. 225 - 240,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400880000,Papyrus,Dura - Europos
77,17235,Receipt of Money for Purchase of Barley,p.dura.129,Quittung Geld Preis Gerste,Dez. 225,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400930000,Papyrus,Dura - Europos
78,44772,The Feriale Duranum,p.dura.54,Kalender Liste Feiertage,225 - 235,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400020000,Papyrus,Dura - Europos
79,44821,Tabulation,p.dura.90,Fragment Liste Rechnungen,225 - 235,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400384200,Papyrus,Dura - Europos
80,44822,Tabulation or Morning Report,p.dura.91,Fragment Liste Militär,ca. 225 - 235,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400194100,Papyrus,Dura - Europos
81,44823,Tabulation,p.dura.92,Fragment Liste,ca. 225 - 235,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400270000,Papyrus,Dura - Europos
82,58145,Greek Fragment,p.dura.140,Fragment unbestimmbar,225 - 235,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400194200,Papyrus,Dura - Europos
83,17223,Deed of Sale,p.dura.26,Vertrag Kauf Land (Weingarten) Geld,26. Mai 227,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4401010000,Papyrus,Sachare (in der Nähe von Dura - Europos)
84,17237,Greek Fragment,p.dura.141,unbestimmbar,230 - 240,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400414200,Papyrus,Dura - Europos
85,44816,Morning Report (?),p.dura.85,Fragmente Bericht Militär Dienst,ca. 230,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400314100,Papyrus,Dura - Europos
86,44818,Morning Report (?),p.dura.87,Fragmente Bericht (?) Militär,ca. 230,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400654100,Papyrus,Dura - Europos
87,44845,Tours de garde ?,chla.9.368,Liste Namen Soldaten,230 - 240 (?),http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400314200,Papyrus,Dura - Europos
88,78177,Latin Fragment,p.dura.136,Fragment unbestimmbar,ca. 230,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400780000,Papyrus,Dura - Europos
89,17227,Marriage Contract,p.dura.30,Vertrag Ehe,1. Okt. 232,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400740000,Papyrus,Qatna (in der Nähe von Dura - Europos)
90,44797,Fragments de lettres,rom.mil.rec.1.94,Fragmente Briefe N.N. an N.N.,ca. 232 - 238,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400404100,Papyrus,Dura - Europos
91,44847,List of Names by Turmae and Centuries,p.dura.115,Liste Namen Soldaten,232,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400344200,Papyrus,Dura - Europos
92,44814,Morning Report,p.dura.83,Bericht Militär Dienst,233,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400174100,Papyrus,Dura - Europos
93,44815,Morning Report (?),p.dura.84,Fragment Bericht Militär Dienst,ca. 233,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400674100,Papyrus,Dura - Europos
94,44838,Guard Roster,p.dura.106,Liste Namen Soldaten Plan Wache,5. Sept. 233 - 241,http://wwwapp.cc.columbia.edu/ldpd/app/apis/item?mode=item&key=yale.apis.4400174200,Papyrus,Dura - Europos
